Category,Institution,Name,Description,Focus Areas,Contact,Website
Synthetic,St. Gallen Institute for Global Studies,Claudia Meier,"Claudia Meier is a leading expert in Global Collaboration, specializing in developing frameworks for effective international cooperation across academic and corporate sectors. At the St. Gallen Institute for Global Studies, she conducts extensive research on cross-border communication strategies and works to facilitate global partnerships in sustainable development.",Global Collaboration,claudia.meier@sgigs.ch,https://www.st.galleninstituteforglobalstudies.ch
Synthetic,"Institute for Cross-Border Innovation, University of St. Gallen",Dr. Lukas Meier,"Dr. Lukas Meier is a leading expert in Cross-border Innovation, focusing on fostering international collaboration and innovative strategies between European countries. At the University of St. Gallen, he leads research projects that explore the dynamics of cross-cultural teams and the impact of regulatory environments on innovation.",Cross-border Innovation,lukas.meier@unisg.ch,"https://www.instituteforcross-borderinnovation,universityofst.gallen.ch"
Synthetic,"Cross-Border Innovation Research Center, University of St. Gallen",Dr. Claudia Huber,"Dr. Claudia Huber is a prominent figure in the field of Cross-border Innovation, dedicated to enhancing collaborative efforts across European borders. At the University of St. Gallen, she heads initiatives that analyze the impact of multinational partnerships on innovation ecosystems, with a particular focus on digital transformation and sustainable development.",Cross-border Innovation,claudia.huber@unisg.ch,"https://www.cross-borderinnovationresearchcenter,universityofst.gallen.ch"
Synthetic,St. Gallen Institute for International Studies,Lukas Meier,"Lukas Meier is a leading expert in International Partnerships at the St. Gallen Institute for International Studies. He specializes in developing and managing cross-border collaborations and strategic alliances with institutions and organizations worldwide, focusing on promoting innovation and sustainable development.",International Partnerships,lukas.meier@sg-international.ch,https://www.st.galleninstituteforinternationalstudies.ch
Synthetic,"University of St. Gallen, Center for International Affairs",Sophie Müller,"Sophie Müller is a renowned expert in International Partnerships at the University of St. Gallen's Center for International Affairs. She focuses on fostering international collaboration through strategic partnerships with global universities and multinational corporations, aiming to enhance academic exchange and global business innovation.",International Partnerships,sophie.mueller@unisg.ch,"https://www.universityofst.gallen,centerforinternationalaffairs.ch"
Synthetic,St. Gallen University of Applied Sciences,Dr. Lukas Müller,"Dr. Lukas Müller is a leading researcher in the field of Wearable Sensors at the St. Gallen University of Applied Sciences. His work focuses on developing advanced sensor technologies for health monitoring applications, integrating innovative materials to enhance sensor accuracy and user comfort.",Wearable Sensors,lukas.mueller@fhssg.ch,https://www.st.gallenuniversityofappliedsciences.ch
Synthetic,Swiss Institute of Technology and Innovation,Dr. Sophie Keller,"Dr. Sophie Keller is a renowned expert in Wearable Sensors at the Swiss Institute of Technology and Innovation in St. Gallen. Her research focuses on the development of next-generation wearable devices for continuous health monitoring, emphasizing the integration of flexible electronics and biocompatible materials to improve sensor performance and wearer comfort.",Wearable Sensors,sophie.keller@siti.ch,https://www.swissinstituteoftechnologyandinnovation.ch
Synthetic,Institute of Precision Medicine St. Gallen,Dr. Lukas Meier,"Dr. Lukas Meier is a leading researcher in the field of Precision Medicine, specializing in the development of personalized treatment strategies using genomic data. At the Institute of Precision Medicine St. Gallen, he leads a team focused on integrating cutting-edge bioinformatics and clinical insights to tailor medical treatments to individual patient profiles.",Precision Medicine,lukas.meier@ipmsg.ch,https://www.instituteofprecisionmedicinest.gallen.ch
Synthetic,St. Gallen Center for Genomic Medicine,Dr. Claudia Müller,"Dr. Claudia Müller is a renowned expert in Precision Medicine, focusing on the application of genomic and proteomic data to develop individualized treatment plans. At the St. Gallen Center for Genomic Medicine, she leads a multidisciplinary team that collaborates with clinicians and bioinformaticians to translate genetic insights into clinical practice, enhancing the effectiveness of therapies tailored to patients' unique biological profiles.",Precision Medicine,claudia.mueller@sgcgm.ch,https://www.st.gallencenterforgenomicmedicine.ch
Synthetic,St. Gallen Institute for Biomedical Innovations,Dr. Eliane Müller,"Dr. Eliane Müller is a leading researcher in the field of biomedical implants, specializing in the development of biocompatible materials for orthopedic and dental applications. Her work focuses on enhancing the integration and longevity of implants through advanced material science.",Implants,eliane.mueller@sgibi.ch,https://www.st.galleninstituteforbiomedicalinnovations.ch
Synthetic,St. Gallen University of Applied Sciences,Dr. Lukas Schmid,"Dr. Lukas Schmid is an esteemed expert in the field of biomedical implants, focusing on the development of smart implantable devices that integrate advanced sensor technology to enhance patient outcomes. His research aims to improve the functionality and monitoring of implants, particularly in cardiovascular and neural applications.",Implants,lukas.schmid@sgu.ch,https://www.st.gallenuniversityofappliedsciences.ch
